date,equity,open_positions,entry_blocked
2005-08-02,1171627.8365220525,20,0
2005-08-03,1170800.6920168293,28,0
2005-08-04,1171987.646483545,37,0
2005-08-05,1176385.0901447744,42,0
2005-08-08,1168910.8770061736,44,0
2005-08-09,1169703.0550148152,45,0
2005-08-10,1179286.2937220978,50,0
2005-08-11,1184655.6325518887,54,0
2005-08-12,1186040.7322794273,57,0
2005-08-16,1193114.0173365276,60,0
2005-08-17,1197021.940025601,64,0
2005-08-18,1191475.7709523197,65,0
2005-08-19,1193682.3438883882,69,0
2005-08-22,1192114.5008896417,71,0
2005-08-23,1174016.0533057305,70,0
2005-08-24,1163356.5464144498,67,0
2005-08-25,1175561.4503462692,66,0
2005-08-26,1185088.2447641515,68,0
2005-08-29,1181748.467759081,67,0
2005-08-30,1191588.9910684952,68,0
2005-08-31,1197410.0462618922,73,0
2005-09-01,1204674.3501767446,77,0
2005-09-02,1208523.613118018,80,0
2005-09-05,1215704.3187578125,82,0
2005-09-06,1216863.9007605675,83,0
2005-09-08,1219607.2566128932,85,0
2005-09-09,1216617.002998879,89,0
2005-09-12,1231784.6457337493,92,0
2005-09-13,1241105.1962535544,97,0
2005-09-14,1235314.0432474776,97,0
2005-09-15,1251686.1287201273,98,0
2005-09-16,1259574.8474362718,98,0
2005-09-19,1270987.6952050554,98,0
2005-09-20,1270656.1760753023,98,0
2005-09-21,1246037.6887202058,97,0
2005-09-22,1186923.0294984444,90,0
2005-09-23,1198001.65518438,86,0
2005-09-26,1232466.460677258,86,0
2005-09-27,1241056.9082296393,89,0
2005-09-28,1251070.665658367,90,0
2005-09-29,1245264.8981193427,90,0
2005-09-30,1245208.1220849887,90,0
2005-10-03,1264279.7079746132,91,0
2005-10-04,1283564.9569494366,92,0
2005-10-05,1274386.2372178982,93,0
2005-10-06,1251962.6834263753,93,0
2005-10-07,1250111.6203257989,93,0
2005-10-10,1241445.279221179,91,0
2005-10-11,1239260.7423641002,89,0
2005-10-13,1223626.775096009,86,0
2005-10-14,1202054.687513724,82,0
2005-10-17,1196892.319357674,76,0
2005-10-18,1195719.5066381954,74,0
2005-10-19,1172135.853922072,66,0
2005-10-20,1161597.2778213453,58,0
2005-10-21,1170829.3475633096,58,0
2005-10-24,1170755.4439998101,58,0
2005-10-25,1173507.8714502824,55,0
2005-10-26,1169711.7257521166,54,0
2005-10-27,1160948.655039581,49,0
2005-10-28,1150450.9260709193,40,0
2005-10-31,1158163.730361214,40,0
2005-11-02,1165501.3744738009,40,0
2005-11-04,1165501.3744738009,40,0
2005-11-07,1172898.7511333749,41,0
2005-11-08,1179896.4265498444,41,0
2005-11-09,1178754.3908547685,41,0
2005-11-10,1182874.0310906249,44,0
2005-11-11,1189861.637135326,46,0
2005-11-14,1192117.718966568,47,0
2005-11-16,1197896.4378878595,50,0
2005-11-17,1203081.520453644,50,0
2005-11-18,1204008.2621851251,53,0
2005-11-21,1202541.9817638681,53,0
2005-11-22,1200620.1525650308,53,0
2005-11-23,1204021.2365912492,55,0
2005-11-24,1209512.3894075442,59,0
2005-11-25,1218546.4585013296,62,0
2005-11-28,1243839.1589427916,70,0
2005-11-29,1238684.4791378574,71,0
2005-11-30,1230405.5895733433,71,0
2005-12-01,1243967.02162134,72,0
2005-12-02,1249149.14260281,75,0
2005-12-05,1400890.7388810762,79,0
2005-12-06,1246150.1193411,79,0
2005-12-07,1255720.936461315,82,0
2005-12-08,1267950.5085906922,81,0
2005-12-09,1278182.3418261348,81,0
2005-12-12,1283725.5387075176,85,0
2005-12-13,1290972.0277982792,86,0
2005-12-14,1285619.6522598953,89,0
2005-12-15,1269404.493791111,88,0
2005-12-16,1275948.0531610022,85,0
2005-12-19,1294752.4026791216,88,0
2005-12-20,1288633.4109382965,90,0
2005-12-21,1295133.0093437978,91,0
2005-12-22,1296016.3728383097,92,0
2005-12-23,1285184.3506094094,93,0
2005-12-26,1257593.0685359887,86,0
2005-12-27,1279294.8040935448,86,0
2005-12-28,1274890.0117571864,87,0
2005-12-29,1283211.0464271556,88,0
2005-12-30,1293604.5581819403,91,0
2006-01-02,1303195.9520257418,92,0
2006-01-03,1324453.0911850636,92,0
2006-01-04,1330414.9821716254,92,0
2006-01-05,1336424.3707364504,92,0
2006-01-06,1336055.7178422837,91,0
2006-01-09,1342538.8699458337,92,0
2006-01-10,1334201.1860155559,92,0
2006-01-12,1338852.305801499,91,0
2006-01-13,1341564.3999316574,91,0
2006-01-16,1335025.2721643166,91,0
2006-01-17,1324677.1145850958,87,0
2006-01-18,1317815.7939562476,85,0
2006-01-19,1345679.631456344,86,0
2006-01-20,1359663.4859396578,89,0
2006-01-23,1362404.3551743187,90,0
2006-01-24,1375171.849691611,91,0
2006-01-25,1386224.0772392566,91,0
2006-01-27,1406485.0552085815,91,0
2006-01-30,1389562.8491096674,91,0
2006-01-31,1395777.2515317223,91,0
2006-02-01,1388407.089230993,90,0
2006-02-02,1396838.1806625072,89,0
2006-02-03,1394840.2261700246,87,0
2006-02-06,1414761.254945788,89,0
2006-02-07,1416330.0937023032,90,0
2006-02-08,1414392.9735091794,90,0
2006-02-10,1425059.6704211105,90,0
2006-02-13,1434967.9251458973,90,0
2006-02-14,1427199.733744654,90,0
2006-02-15,1431552.631994011,90,0
2006-02-16,1433345.5995047113,90,0
2006-02-17,1412299.2545487902,90,0
2006-02-20,1408658.8441275063,86,0
2006-02-21,1419479.4333091236,85,0
2006-02-22,1423396.7897329784,85,0
2006-02-23,1422458.7647499195,85,0
2006-02-24,1423589.992724353,84,0
2006-02-27,1425959.4586753189,84,0
2006-02-28,1433263.9316198197,85,0
2006-03-01,1467391.8353264066,85,0
2006-03-02,1478223.456191246,88,0
2006-03-03,1489926.7460488076,90,0
2006-03-06,1517727.1318076844,90,0
2006-03-07,1536942.5216935868,90,0
2006-03-08,1506343.3127011533,90,0
2006-03-09,1515287.2627100225,90,0
2006-03-10,1544752.536989617,90,0
2006-03-13,1549657.0352138754,90,0
2006-03-14,1539702.5610381197,90,0
2006-03-16,1546705.43671046,90,0
2006-03-17,1543945.2117784005,90,0
2006-03-20,1555290.1963903885,90,0
2006-03-21,1559738.279457606,89,0
2006-03-22,1543722.7525893524,89,0
2006-03-23,1550867.924714215,89,0
2006-03-24,1566206.6185208634,89,0
2006-03-27,1581136.9795278166,89,0
2006-03-28,1570592.9299338912,89,0
2006-03-29,1575077.7601805944,89,0
2006-03-30,1593681.6418277044,89,0
2006-03-31,1687941.0094339836,89,0
2006-04-03,1733711.6477463234,89,0
2006-04-04,1757603.4907724846,89,0
2006-04-05,1787231.2682602394,89,0
2006-04-07,1761045.8779900062,89,0
2006-04-10,1770648.4348347175,89,0
2006-04-12,1737533.7883129523,88,0
2006-04-13,2258202.6540170684,85,0
2006-04-17,2258677.9602380767,85,0
2006-04-18,2264805.14658381,87,0
2006-04-19,2267224.1838209773,87,0
2006-04-20,2291913.00954844,87,0
2006-04-21,2296412.1177075235,87,0
2006-04-24,2297636.956349387,86,0
2006-04-25,2251176.23494184,84,0
2006-04-26,2282492.5656592594,83,0
2006-04-27,2298177.390889034,84,0
2006-04-28,2279623.3458981565,84,0
2006-05-02,2363471.806000238,84,0
2006-05-03,2349793.6635375074,84,0
2006-05-04,2338661.9063448957,84,0
2006-05-05,2343743.783223634,84,0
2006-05-08,2380759.801224237,84,0
2006-05-09,2419019.627266412,84,0
2006-05-10,2426026.398467546,84,0
2006-05-11,2396514.762126451,84,0
2006-05-12,2365865.0732684187,84,0
2006-05-15,2280673.5326936864,81,0
2006-05-16,2249389.529943458,79,0
2006-05-17,2338799.573026465,80,0
2006-05-18,2188436.522173929,70,0
2006-05-19,2091185.5292890312,50,0
2006-05-22,2001062.1878135444,0,0
2006-05-23,2001062.1878135444,0,0
2006-05-24,2001062.1878135444,0,0
2006-05-25,2001062.1878135444,0,0
2006-05-26,2001062.1878135444,0,0
2006-05-29,2001062.1878135444,0,0
2006-05-30,2001062.1878135444,0,0
2006-05-31,2001062.1878135444,0,0
2006-06-01,2001062.1878135444,0,0
2006-06-02,2001062.1878135444,0,0
2006-06-05,2001062.1878135444,0,0
2006-06-06,2001062.1878135444,0,0
2006-06-07,2001062.1878135444,0,0
2006-06-08,2001062.1878135444,0,0
2006-06-09,2001062.1878135444,0,0
2006-06-12,2001062.1878135444,0,0
2006-06-13,2001062.1878135444,0,0
2006-06-14,2001062.1878135444,0,0
2006-06-15,2001062.1878135444,0,0
2006-06-16,2001062.1878135444,0,0
2006-06-19,2001062.1878135444,0,0
2006-06-20,2001062.1878135444,0,0
2006-06-21,2001062.1878135444,0,0
2006-06-22,2001062.1878135444,0,0
2006-06-23,2001062.1878135444,0,0
2006-06-26,2001062.1878135444,0,0
2006-06-27,2001062.1878135444,0,0
2006-06-28,2001062.1878135444,0,0
2006-06-29,2001062.1878135444,0,0
2006-06-30,2001062.1878135444,0,0
2006-07-03,2001062.1878135444,0,0
2006-07-04,2001062.1878135444,0,0
2006-07-05,2001062.1878135444,0,0
2006-07-06,2001062.1878135444,0,0
2006-07-07,2001062.1878135444,0,0
2006-07-10,2001062.1878135444,0,0
2006-07-11,2001062.1878135444,0,0
2006-07-12,2000433.398134806,1,0
2006-07-13,2000309.455782511,1,0
2006-07-14,1999931.1001611731,1,0
2006-07-17,1999435.3547540687,1,0
2006-07-18,1999712.2863336585,1,0
2006-07-19,1999427.376246073,1,0
2006-07-20,1999920.8403650306,1,0
2006-07-21,1999399.4563776038,1,0
2006-07-24,1999504.3127161048,1,0
2006-07-25,1999497.4677606605,1,0
2006-07-26,1999904.316027262,1,0
2006-07-27,2000040.508165934,2,0
2006-07-28,1999719.6986108802,2,0
2006-07-31,2000008.5941339515,2,0
2006-08-01,2000036.5216394446,2,0
2006-08-02,2000478.0900274327,4,0
2006-08-03,2000778.5565458348,4,0
2006-08-04,2002351.360831776,5,0
2006-08-07,2000898.926750529,7,0
2006-08-08,2003240.7389489706,9,0
2006-08-09,2006322.7668709746,13,0
2006-08-10,2006983.60003103,17,0
2006-08-11,2009375.3645243216,21,0
2006-08-14,2008412.9700886805,25,0
2006-08-16,2008790.787475341,34,0
2006-08-17,2004931.2283366974,35,0
2006-08-18,2001539.719962269,42,0
2006-08-21,2004650.847245088,46,0
2006-08-22,2002159.3335849799,49,0
2006-08-23,1988499.7748582182,51,0
2006-08-24,1991461.1159516736,55,0
2006-08-25,2004391.3780551502,59,0
2006-08-28,2009636.4215770268,60,0
2006-08-29,2013977.5835777842,64,0
2006-08-30,2006155.135071021,66,0
2006-08-31,1992516.6230024104,67,0
2006-09-01,2004405.6160653834,67,0
2006-09-04,2023870.475801092,71,0
2006-09-05,2028835.581499577,74,0
2006-09-06,2029462.252736797,75,0
2006-09-07,2027899.5011789862,79,0
2006-09-08,2051627.426679216,82,0
2006-09-11,1996407.2947158404,81,0
2006-09-12,2013303.4679063628,82,0
2006-09-13,2044425.8045247342,85,0
2006-09-14,2056619.749178202,88,0
2006-09-15,2061118.04966754,89,0
2006-09-18,2075598.8776888717,91,0
2006-09-19,2044545.796443814,92,0
2006-09-20,2055252.3534331855,93,0
2006-09-21,2067969.8411122842,94,0
2006-09-22,2062004.6416602856,96,0
2006-09-25,2057075.993748737,96,0
2006-09-26,2067004.6184701987,97,0
2006-09-27,2080738.0406104485,99,0
2006-09-28,2090026.6649714867,99,0
2006-09-29,2108000.2145502632,97,0
2006-10-03,2108909.138777501,97,0
2006-10-04,2093943.158832689,96,0
2006-10-05,2132009.3803473907,96,0
2006-10-06,2144510.5808962006,98,0
2006-10-09,2157606.3419416565,98,0
2006-10-10,2157079.125357451,98,0
2006-10-11,2130608.5268010837,98,0
2006-10-12,2154569.7840051395,98,0
2006-10-13,2159340.5425171596,98,0
2006-10-16,2155741.962751369,97,0
2006-10-17,2140794.5567606096,96,0
2006-10-18,2145552.928617415,98,0
2006-10-19,2133765.0570573183,98,0
2006-10-20,2139051.6001395695,98,0
2006-10-23,2143573.6261830805,94,0
2006-10-26,2159960.467110713,95,0
2006-10-27,2174250.6982282232,97,0
2006-10-30,2173411.8003646205,97,0
2006-10-31,2166605.6580214165,94,0
2006-11-01,2193001.4303005277,92,0
2006-11-02,2202596.8235784657,92,0
2006-11-03,2201010.456300781,93,0
2006-11-06,2219545.8401916083,95,0
2006-11-07,2219330.7611780786,96,0
2006-11-08,2200711.887782685,95,0
2006-11-09,2221086.986974585,95,0
2006-11-10,2235825.007593426,95,0
2006-11-13,2279654.428430401,96,0
2006-11-14,2273081.4810102805,96,0
2006-11-15,2270761.0605004425,95,0
2006-11-16,2276556.764473807,94,0
2006-11-17,2241847.3498429526,91,0
2006-11-20,2220710.03871867,86,0
2006-11-21,2259995.0914455787,88,0
2006-11-22,2275885.834011564,91,0
2006-11-23,2278641.1491432283,91,0
2006-11-24,2286736.166875702,94,0
2006-11-27,2304102.8549228185,94,0
2006-11-28,2286736.36995511,94,0
2006-11-29,2306820.1913542645,94,0
2006-11-30,2306091.8361736424,94,0
2006-12-01,2335091.4452649117,93,0
2006-12-04,2347172.7652529236,94,0
2006-12-05,2344434.3973740097,94,0
2006-12-06,2330122.3562435135,93,0
2006-12-07,2340627.9909476265,93,0
2006-12-08,2326553.167146586,93,0
2006-12-11,2256877.038873917,81,0
2006-12-12,2174476.2966467217,62,0
2006-12-13,2199161.6656118706,62,0
2006-12-14,2247383.444623597,62,0
2006-12-15,2271312.215200074,62,0
2006-12-18,2276607.6159931496,62,0
2006-12-19,2255533.6847425215,61,0
2006-12-20,2249912.4702907316,61,0
2006-12-21,2258968.599411444,63,0
2006-12-22,2273968.9482610477,64,0
2006-12-26,2286795.2786239535,65,0
2006-12-27,2299653.6683133217,66,0
2006-12-28,2300035.453969776,67,0
2006-12-29,2312112.189332373,68,0
2007-01-02,2334347.2775446167,71,0
2007-01-03,2343809.693898529,72,0
2007-01-04,2341930.198896298,74,0
2007-01-05,2343252.4113952396,77,0
2007-01-08,2326877.832396674,78,0
2007-01-09,2317849.909834075,78,0
2007-01-10,2302958.2111895555,78,0
2007-01-11,2333882.0540230745,78,0
2007-01-12,2364514.0793445944,81,0
2007-01-15,2395607.7034980655,84,0
2007-01-16,2395396.2578962883,88,0
2007-01-17,2411612.4072932666,89,0
2007-01-18,2412507.09259962,92,0
2007-01-19,2405435.0395924943,92,0
2007-01-22,2405135.7716185944,92,0
2007-01-23,2374882.776944614,92,0
2007-01-24,2397991.816534496,92,0
2007-01-25,2418788.927192436,92,0
2007-01-29,2416214.3979995414,92,0
2007-01-31,2395589.64622424,89,0
2007-02-01,2407627.5163271828,91,0
2007-02-02,2425237.497598832,93,0
2007-02-05,2446053.8269988946,93,0
2007-02-06,2448844.2006252753,92,0
2007-02-07,2460292.1092728125,92,0
2007-02-08,2454455.092003763,93,0
2007-02-09,2409838.694548926,91,0
2007-02-12,2324247.1548218112,79,0
2007-02-13,2313272.8743381747,73,0
2007-02-14,2320235.0991626894,68,0
2007-02-15,2366139.70455513,69,0
2007-02-19,2377087.0654904596,70,0
2007-02-20,2364547.2708744374,69,0
2007-02-21,2362578.7705494827,72,0
2007-02-22,2346690.292937358,71,0
2007-02-23,2298183.474913454,67,0
2007-02-26,2303299.149421186,65,0
2007-02-27,2298781.0448293528,63,0
2007-02-28,2243292.2069627754,51,0
2007-03-01,2249074.3317398736,51,0
2007-03-02,2235106.319505146,49,0
2007-03-05,2178531.1780150915,39,0
2007-03-06,2181253.5847413605,38,0
2007-03-07,2166229.16623553,35,0
2007-03-08,2178303.847965993,32,0
2007-03-09,2178408.440526761,32,0
2007-03-12,2185141.9724901095,32,0
2007-03-13,2198949.7999503985,32,0
2007-03-14,2183490.949721135,32,0
2007-03-15,2184257.7333095446,32,0
2007-03-16,2182065.652275838,32,0
2007-03-19,2187045.5458500376,31,0
2007-03-20,2188919.9069273463,31,0
2007-03-21,2194539.4919178477,31,0
2007-03-22,2200752.2746326914,31,0
2007-03-23,2205561.5864361105,32,0
2007-03-26,2204886.7520101843,32,0
2007-03-28,2197158.1032191617,31,0
2007-03-29,2196331.016914497,31,0
2007-03-30,2206956.355979095,31,0
2007-04-02,2181654.4269075776,30,0
2007-04-03,2188778.587759056,30,0
2007-04-04,2201042.3334799195,30,0
2007-04-05,2205490.0673944005,31,0
2007-04-09,2214126.485549117,31,0
2007-04-10,2217924.8213749873,33,0
2007-04-11,2224351.504095856,34,0
2007-04-12,2228735.8658912815,34,0
2007-04-13,2243898.4147289433,34,0
2007-04-16,2253172.773387878,35,0
2007-04-17,2245127.3249486717,36,0
2007-04-18,2252286.8474377086,37,0
2007-04-19,2254995.8827414596,40,0
2007-04-20,2263709.097314903,42,0
2007-04-23,2261260.1581295915,45,0
2007-04-24,2269817.250041861,45,0
2007-04-25,2274943.5417494164,49,0
2007-04-26,2274962.653584724,52,0
2007-04-27,2262017.5523016504,52,0
2007-04-30,2282962.6185908206,55,0
2007-05-03,2301070.449884861,62,0
2007-05-04,2291289.753348766,66,0
2007-05-07,2285808.660275468,67,0
2007-05-08,2276742.191395676,67,0
2007-05-09,2277947.83498202,68,0
2007-05-10,2279752.1615800043,68,0
2007-05-11,2280603.902342715,68,0
2007-05-14,2300854.238300591,76,0
2007-05-15,2302635.9027248146,82,0
2007-05-16,2316705.0080960877,91,0
2007-05-17,2331874.5692653796,92,0
2007-05-18,2323779.8067799667,93,0
2007-05-21,2350644.3182154754,93,0
2007-05-22,2354920.4908686737,93,0
2007-05-23,2347716.2373639205,93,0
2007-05-24,2336267.9950362304,93,0
2007-05-25,2353008.6506863693,93,0
2007-05-28,2379596.9989801506,93,0
2007-05-29,2403269.005378459,92,0
2007-05-30,2377854.3359210026,92,0
2007-05-31,2387340.7002451625,93,0
2007-06-01,2402495.8844568934,93,0
2007-06-04,2393058.74775674,93,0
2007-06-05,2403464.610499164,92,0
2007-06-06,2364730.7050923957,91,0
2007-06-07,2365344.4553282633,90,0
2007-06-08,2342169.8228397407,88,0
2007-06-11,2338184.5141178374,89,0
2007-06-12,2317248.072881029,78,0
2007-06-13,2314751.644557561,77,0
2007-06-14,2345882.9366863733,78,0
2007-06-15,2354427.0218710843,78,0
2007-06-18,2358238.8030696306,77,0
2007-06-19,2382262.7512274906,77,0
2007-06-20,2413507.9439284843,79,0
2007-06-21,2429721.4235293767,85,0
2007-06-22,2430406.374497733,87,0
2007-06-25,2439611.1486698254,87,0
2007-06-26,2458743.576989136,88,0
2007-06-27,2465198.71472855,89,0
2007-06-28,2589125.7790499106,90,0
2007-06-29,2621051.2540226355,90,0
2007-07-02,2641061.193069972,90,0
2007-07-03,2670932.8738694564,90,0
2007-07-04,2661054.122824706,90,0
2007-07-05,2648831.5819044486,90,0
2007-07-06,2657310.1150837317,90,0
2007-07-09,2686208.795795478,90,0
2007-07-10,2678274.739935912,90,0
2007-07-11,2695795.148209609,90,0
2007-07-12,2742639.336439647,90,0
2007-07-13,2761227.869328536,90,0
2007-07-16,2772022.5277504204,90,0
2007-07-17,2739826.049986448,88,0
2007-07-18,2732773.297958386,90,0
2007-07-19,2755168.611228543,90,0
2007-07-20,2756975.716615927,90,0
2007-07-23,2795371.0550576653,90,0
2007-07-24,2785284.5962956795,90,0
2007-07-25,2764018.65768756,88,0
2007-07-26,2773410.57379311,89,0
2007-07-27,2696593.8796388158,86,0
2007-07-30,2699544.435107038,85,0
2007-07-31,2757868.1303503965,85,0
2007-08-01,2652146.0792962043,82,0
2007-08-02,2681344.409142789,81,0
2007-08-03,2724356.63316327,81,0
2007-08-06,2713738.7622325984,81,0
2007-08-07,2732624.256169285,80,0
2007-08-08,2771569.548034634,80,0
2007-08-09,2721998.7534565586,80,0
2007-08-10,2698550.454380055,71,0
2007-08-13,2722176.5968554397,73,0
2007-08-14,2715636.309852007,73,0
2007-08-16,2624962.2799156243,60,0
2007-08-17,2611749.5581599055,51,0
2007-08-20,2629023.2913857703,52,0
2007-08-21,2582715.032690011,46,0
2007-08-22,2586987.5082316026,46,0
2007-08-23,2570402.9073456256,44,0
2007-08-24,2589731.3040960757,44,0
2007-08-27,2620286.280085059,46,0
2007-08-28,2629194.2399668414,46,0
2007-08-29,2635100.8467418673,48,0
2007-08-30,2641436.7869436266,48,0
2007-08-31,2663530.799128661,51,0
2007-09-03,2687099.012098534,56,0
2007-09-04,2700803.2133790455,60,0
2007-09-05,2696725.683300634,61,0
2007-09-06,2715321.3626711457,62,0
2007-09-07,2709173.683689235,64,0
2007-09-10,2730677.917360698,68,0
2007-09-11,2742549.7160885627,69,0
2007-09-12,2751301.131966428,70,0
2007-09-13,2763516.7643649587,75,0
2007-09-14,2745266.453199447,75,0
2007-09-17,2755161.9055176964,76,0
2007-09-18,2775830.198528988,82,0
2007-09-19,2942076.265638285,90,0
2007-09-20,2956999.78768055,92,0
2007-09-21,2985837.813053115,92,0
2007-09-24,3041558.6683742837,92,0
2007-09-25,3061548.273250981,92,0
2007-09-26,3063157.517477019,92,0
2007-09-27,3063299.686056538,92,0
2007-09-28,3102159.8266531066,92,0
2007-10-01,3138287.8761874484,92,0
2007-10-03,3153016.6899352716,92,0
2007-10-04,3184323.5757663297,92,0
2007-10-05,3146409.2902387427,92,0
2007-10-08,3025384.177403536,89,0
2007-10-09,3148688.630804606,90,0
2007-10-10,3203207.7048783037,91,0
2007-10-11,3254467.6532856557,91,0
2007-10-12,3210549.6004910204,91,0
2007-10-15,3329074.652101192,91,0
2007-10-16,3371209.111973557,91,0
2007-10-17,3300454.6777675184,90,0
2007-10-18,3209576.8033259343,90,0
2007-10-19,3094380.868187243,86,0
2007-10-22,3108815.0044852574,86,0
2007-10-23,3266879.851271339,86,0
2007-10-24,3414587.099429659,89,0
2007-10-25,3465573.64977055,89,0
2007-10-26,3537626.530486397,89,0
2007-10-29,3667453.6746221106,89,0
2007-10-30,3671548.8729637186,89,0
2007-10-31,3736819.275198273,89,0
2007-11-01,3674489.4515553038,89,0
2007-11-02,3711001.3070843737,89,0
2007-11-05,3746567.556758694,89,0
2007-11-06,3718595.498691829,89,0
2007-11-07,3698234.9264434893,89,0
2007-11-08,4321909.915435942,89,0
2007-11-12,4392249.303220304,89,0
2007-11-13,4441344.415574105,89,0
2007-11-14,4526282.970772298,89,0
2007-11-15,4576613.009547265,89,0
2007-11-16,4586162.6196286995,89,0
2007-11-19,4711571.42875913,89,0
2007-11-20,4616258.765333446,89,0
2007-11-21,4396674.846325735,87,0
2007-11-22,4312344.124643186,87,0
2007-11-23,4365359.023679529,87,0
2007-11-26,4447865.739602719,87,0
2007-11-27,4411104.379961644,87,0
2007-11-28,4396707.183388268,87,0
2007-11-29,4361884.781697904,87,0
2007-11-30,4472641.405254041,87,0
2007-12-03,4590082.659823929,87,0
2007-12-04,4670948.548939978,87,0
2007-12-05,4747860.497591053,87,0
2007-12-06,4697353.102136646,87,0
2007-12-07,4659281.207125102,87,0
2007-12-10,4679302.993588482,87,0
2007-12-11,4724075.854913132,87,0
2007-12-12,4785367.3662754465,87,0
2007-12-13,4828202.384039061,87,0
2007-12-14,4837771.69187917,87,0
2007-12-17,4658785.584044527,87,0
2007-12-18,4638522.942738334,86,0
2007-12-19,4637780.4007488545,86,0
2007-12-20,4583186.617947874,85,0
2007-12-24,4684425.019253665,87,0
2007-12-26,4751649.4898034865,87,0
2007-12-27,4775528.918724232,87,0
2007-12-28,4853537.705618554,87,0
2007-12-31,4958655.909562998,87,0
2008-01-01,5045371.6201080615,87,0
2008-01-02,5097869.69841426,87,0
2008-01-03,5113079.620803767,87,0
2008-01-04,5117609.854885989,87,0
2008-01-07,5090243.354785853,87,0
2008-01-08,4987465.640739167,86,0
2008-01-09,4957924.052080305,86,0
2008-01-10,4812549.868537432,80,0
2008-01-11,4796285.284683987,79,0
2008-01-14,4896930.276231333,79,0
2008-01-15,4837032.4461435955,77,0
2008-01-16,4747526.865516733,70,0
2008-01-17,4829324.300185274,70,0
2008-01-18,4615790.499739066,63,0
2008-01-21,4225262.703449383,0,0
2008-01-22,4225262.703449383,0,0
2008-01-23,4225262.703449383,0,0
2008-01-24,4225262.703449383,0,0
2008-01-25,4225262.703449383,0,0
2008-01-28,4225262.703449383,0,0
2008-01-29,4225262.703449383,0,0
