symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_pct,exit_reason
AXISBANK,2005-09-22,2005-10-20,50.444912118365814,41.964564005371926,198,-1679.10892637279,-16.81110692213178,trail_stop
LUPIN,2005-06-13,2005-10-24,60.5860339290276,63.66651936467611,165,508.2800968820047,5.084481085619652,trail_stop
DIVISLAB,2005-10-04,2005-10-25,68.16352396372783,55.25056050026745,146,-1885.2926656652153,-18.94409606864195,trail_stop
GMDCLTD,2005-10-14,2005-10-25,28.52397379025316,24.601935059434478,350,-1372.7135557865386,-13.749973126671675,trail_stop
CESC,2005-06-08,2005-10-27,10.846013592576197,10.096292387251482,921,-690.4932301040626,-6.912412555317826,trail_stop
SBIN,2005-06-24,2005-10-27,49.10943008175612,59.660361717729636,203,2141.839122102623,21.48453284513502,trail_stop
HINDUNILVR,2005-06-27,2005-10-27,105.7842881058559,104.77294746775716,94,-95.06601998128099,-0.9560405011060893,trail_stop
HCLTECH,2005-08-01,2005-10-27,28.93571337332726,30.38249759347839,345,499.14055595213904,4.999994994022726,trail_stop
TMPV,2005-08-02,2005-10-27,81.25042765659344,78.04105212861647,123,-394.7531899411679,-3.9499798592340514,trail_stop
VTL,2005-04-26,2005-10-28,21.119339393675276,36.48441564924702,473,7267.681068885433,72.75358366641527,trail_stop
MARICO,2005-05-31,2005-10-28,10.394787530287765,10.339041910867174,962,-53.6272858826087,-0.5362843565408395,trail_stop
TVSMOTOR,2005-06-07,2005-10-28,31.174866106819337,32.226359148584514,320,336.47777336485706,3.3728871141331696,trail_stop
WIPRO,2005-06-20,2005-10-28,32.417095597413635,32.54921839697437,308,40.69382226470589,0.4075713666688717,trail_stop
MARUTI,2005-06-27,2005-10-28,405.63993298341296,448.8989827066691,24,1038.2171933581467,10.664396230689896,trail_stop
HDFCBANK,2005-07-01,2005-10-28,25.97455366097985,25.808061058962828,384,-63.93315917453765,-0.6409834955783584,trail_stop
DCMSHRIRAM,2005-08-01,2005-10-28,51.31536115594392,52.93882055054577,194,314.95112255276035,3.163690867668794,trail_stop
INFY,2005-09-30,2005-10-28,99.60119793958245,94.50434819984342,100,-509.68497397390274,-5.117257467958115,trail_stop
JUBLPHARMA,2005-10-13,2005-10-28,23.153971599905493,21.15026105131921,431,-863.5992464406881,-8.653852493256327,trail_stop
CONCOR,2005-06-02,2005-11-10,76.18676324843065,106.28773388347257,131,3943.2271531904917,39.50944934737329,trail_stop
WELCORP,2005-10-04,2005-12-01,77.2912763537584,71.01159343470879,129,-810.0790965574015,-8.124698174613938,trail_stop
PETRONET,2005-11-09,2005-12-08,18.79503738595204,18.099994076463013,532,-369.76304064816213,-3.698015040973115,trail_stop
RAMCOCEM,2005-08-31,2005-12-15,59.15795042960656,64.6471075487243,169,927.6675531308993,9.278815576360145,trail_stop
WELSPUNLIV,2005-08-31,2005-12-15,11.003118214565639,9.158385518890483,908,-1675.0172876730394,-16.765544636548075,trail_stop
CANFINHOME,2005-09-01,2005-12-16,6.760210107022888,6.235143690348236,1479,-776.5732302618107,-7.767013278613688,trail_stop
CCL,2005-11-17,2005-12-16,37.11761945064308,32.90840204007775,269,-1132.2794834420747,-11.34021381991513,trail_stop
KEC,2005-11-29,2005-12-16,45.04611282425452,41.42360420161241,221,-800.5744056039057,-8.041778514330792,trail_stop
BHEL,2005-05-27,2005-12-26,46.12341089166403,69.88420751671866,216,5132.3320710118005,51.51569705212103,trail_stop
APARINDS,2005-07-04,2005-12-26,82.55348565361999,109.22274650578983,121,3226.980563112551,32.30543282456831,trail_stop
GESHIP,2005-08-31,2005-12-26,73.29534003458092,79.59411397103949,136,856.6332553583652,8.593689494430057,trail_stop
CHENNPETRO,2005-09-01,2005-12-26,125.19029300212426,132.7953147230477,79,600.7967159529526,6.074769487754459,trail_stop
THERMAX,2005-09-30,2005-12-26,28.838403042367222,30.38606794033731,346,535.49205469765,5.366680310613501,trail_stop
ASHOKLEY,2005-11-18,2005-12-26,5.329859706796679,4.629364060416717,1876,-1314.129832608809,-13.14285337542158,trail_stop
AMBUJACEM,2005-11-24,2005-12-26,55.266232075850255,53.19374019095174,180,-373.0485392817318,-3.7500148047981887,trail_stop
BHARTIARTL,2005-11-29,2005-12-26,154.09185799019835,136.6943667652614,64,-1113.4394383959643,-11.29033775817252,trail_stop
CUMMINSIND,2005-11-29,2005-12-26,75.20134606242036,72.42468990705254,132,-366.5186125085511,-3.692295817501813,trail_stop
HEG,2005-11-30,2005-12-26,22.512236793064673,19.32290252376768,444,-1416.0644155678656,-14.167114083836974,trail_stop
RADICO,2006-01-02,2006-01-06,668.4711636145536,141.87960458285508,14,-7372.281826443778,-78.77550860747911,trail_stop
CONCOR,2005-12-08,2006-01-09,123.44927783198067,121.44060733554633,81,-162.7023102111816,-1.6271221117779406,trail_stop
BAJFINANCE,2005-12-13,2006-01-10,3.3626262863537004,3.409115981660888,2973,138.21386414826884,1.382541244498485,trail_stop
INFY,2005-11-17,2006-01-12,107.71291501898841,112.0372207533342,92,397.83612755981085,4.014658533364778,trail_stop
TITAN,2005-11-09,2006-01-16,24.795527680628936,32.31736199319477,403,3031.299227964033,30.335447623654076,trail_stop
TCS,2005-12-08,2006-01-16,129.71714309635533,131.01839408738758,77,100.19632630948217,1.0031449660170608,trail_stop
AEGISLOG,2005-07-05,2006-01-17,4.2556566303658725,12.10204005705737,2349,18431.154669298325,184.37538805890262,trail_stop
SCI,2005-12-13,2006-01-17,78.85903080029897,69.95710260921379,126,-1121.6429520767324,-11.28840679468689,trail_stop
GABRIEL,2005-12-30,2006-01-17,10.634950628250802,8.610877910074919,940,-1902.6283550853313,-19.03227188285308,trail_stop
TMPV,2005-11-29,2006-01-18,94.18468676856851,100.81308845539176,106,702.6105788032655,7.03766388596761,trail_stop
ZFCVINDIA,2005-12-29,2006-01-19,878.8616035308245,797.8612060546875,11,-891.0043722375067,-9.216513402191888,trail_stop
BIOCON,2005-07-15,2006-01-23,32.702975784769386,33.37925481996199,305,206.26510573374435,2.0679434178817604,trail_stop
IOC,2005-11-11,2006-01-23,16.479701689675373,18.097329482767154,606,980.2824426136194,9.815880308714776,trail_stop
BSOFT,2005-11-25,2006-01-27,15.178123445013217,16.214018028232953,658,681.6186357585866,6.824918686242998,trail_stop
SCHAEFFLER,2005-04-28,2006-01-30,36.06995854723379,68.84656770692756,277,9079.120737235173,90.86955039544232,trail_stop
TATAINVEST,2005-06-07,2006-01-31,13.351064761733827,24.543850995714898,749,8383.396889251824,83.83440896834907,trail_stop
BPCL,2005-11-14,2006-01-31,15.409281409301643,14.640588028170527,648,-498.1133109729635,-4.988508942844689,trail_stop
HAVELLS,2005-05-05,2006-02-01,6.8814490917347815,16.676764067052435,1453,14232.59265913655,142.34378318779798,trail_stop
COROMANDEL,2005-05-27,2006-02-01,24.12326431274414,21.4429003371693,414,-1109.6706858879843,-11.111116392978479,trail_stop
TATACONSUM,2005-11-29,2006-02-02,64.06934713158901,64.86748091039958,156,124.50886949444975,1.2457342154140045,trail_stop
CEMPRO,2005-12-13,2006-02-02,44.38960383054144,46.73295587645978,225,527.2542103316282,5.279056003437561,trail_stop
FACT,2005-12-27,2006-02-02,36.28028377609654,31.197050527928393,275,-1397.8891432462406,-14.0110074098077,trail_stop
BHARATFORG,2006-01-09,2006-02-02,170.02460228926552,160.8131455927657,58,-534.2644883969897,-5.41771989022402,trail_stop
KAJARIACER,2005-05-20,2006-02-03,13.347152663603534,17.447086275216858,749,3070.8502750983807,30.717664770505472,trail_stop
GODFRYPHLP,2005-11-08,2006-02-03,54.46900197543909,74.09567756812302,183,3591.6816334611594,36.03274317663082,trail_stop
KIRLOSENG,2005-11-29,2006-02-03,134.25274298472345,131.348423249,74,-214.91966044353467,-2.1633224552096655,trail_stop
OFSS,2006-01-02,2006-02-03,564.7158192258181,543.0973401008006,17,-367.51414512529664,-3.828204981871186,trail_stop
DCMSHRIRAM,2006-01-23,2006-02-03,77.88210778083292,63.908718020983414,128,-1788.5938892607373,-17.941720066400684,trail_stop
AARTIIND,2006-01-10,2006-02-06,12.235277918872052,11.109329212204056,817,-919.9000933477528,-9.202477574549409,trail_stop
KEC,2006-01-24,2006-02-07,52.64593871755965,19.80411997690393,189,-6207.103741983932,-62.382435455940666,trail_stop
JBMA,2005-12-06,2006-02-15,0.812063455581665,1.0798718090410586,12314,3297.7920644989717,32.978747118667926,trail_stop
PFIZER,2005-05-12,2006-02-20,414.2256225585937,556.791039268612,24,3421.57000104044,34.417334164269846,trail_stop
EXIDEIND,2005-05-24,2006-02-20,13.457812021046937,19.248706731838084,743,4302.634770117822,43.029986611008184,trail_stop
ENGINERSIN,2005-09-30,2006-02-20,25.558616232016337,37.55800810039765,391,4691.7622205370935,46.94851927605579,trail_stop
CHOLAHLDNG,2005-11-11,2006-02-20,40.323587516371624,53.70495537781204,247,3305.197861775783,33.18496365435615,trail_stop
SAREGAMA,2005-12-06,2006-02-21,17.9814340243401,23.16626838825135,556,2882.767906334655,28.83437637339121,trail_stop
IOB,2005-11-17,2006-02-23,75.05215714358395,74.42579281279085,133,-83.3064559954837,-0.8345720557968761,trail_stop
BEL,2005-11-28,2006-02-23,6.683192162445392,7.3040333040779135,1496,928.7783478822512,9.289589862778296,trail_stop
AXISBANK,2005-12-06,2006-02-23,50.689707961873005,56.47731284633265,197,1140.158162238551,11.417712031035729,trail_stop
HDFCBANK,2005-12-21,2006-02-24,31.375987601218817,30.35176982207059,318,-325.7012537691371,-3.2643363841348645,trail_stop
TORNTPHARM,2005-06-28,2006-03-01,24.583441730476682,40.21083080862451,406,6344.719965728018,63.56876001936775,trail_stop
IGL,2005-10-03,2006-03-08,9.203932152794975,9.491993717682998,1086,312.8348594683939,3.1297662793021317,trail_stop
GMDCLTD,2006-02-03,2006-03-14,26.146986191227526,22.34377841109554,382,-1452.8253720104203,-14.545491982582643,trail_stop
JBCHEPHARM,2006-01-23,2006-03-16,33.18064187591098,30.03853627035484,301,-945.7737872723974,-9.469695062883321,trail_stop
ASAHIINDIA,2005-12-08,2006-03-17,90.50932967374054,98.98004518425239,110,931.7787061563049,9.358941825164651,trail_stop
BOSCHLTD,2005-09-29,2006-03-21,1957.8355394068103,2394.8742495046404,5,2185.1935504891517,22.322544529467752,trail_stop
BAJFINANCE,2006-01-31,2006-03-21,4.22184045020708,3.874015036165924,2368,-823.6505804494573,-8.23871527461667,trail_stop
TRENT,2005-06-17,2006-03-22,52.99225014259617,64.43238304264408,188,2150.7449852090067,21.58831313873972,trail_stop
ARE&M,2005-12-30,2006-03-22,10.747117552691567,12.473106790690869,930,1605.1699913393513,16.06002008945214,trail_stop
CHAMBLFERT,2006-02-24,2006-03-27,25.44535396169602,21.938546218014764,392,-1374.6686355230522,-13.781721209145697,trail_stop
APOLLOHOSP,2006-01-03,2006-03-29,226.24264744653485,221.937056948649,44,-189.44598190697798,-1.903085269943789,trail_stop
BEML,2005-12-16,2006-03-31,349.4831060027468,510.1172368445942,28,4497.7556635717265,45.963346463043294,trail_stop
CARBORUNIV,2005-04-05,2006-04-12,28.214349371781775,61.46998401735058,354,11772.494664531358,117.86780622639135,trail_stop
HCLTECH,2005-11-17,2006-04-12,36.226240622414274,43.720459020294896,276,2068.4042778150506,20.68726500216453,trail_stop
ICICIBANK,2006-01-03,2006-04-12,85.15838786496192,83.36106320827432,117,-210.2869848324499,-2.1105667941221182,trail_stop
ASIANPAINT,2005-06-30,2006-04-13,33.1576132962302,50.355681778865765,301,5176.6186132733055,51.86763090873875,trail_stop
CHOLAFIN,2005-11-30,2006-04-13,26.97927324506891,34.46438232240942,370,2769.490358615989,27.743924046243862,trail_stop
GODREJIND,2005-12-06,2006-04-13,44.33536053945702,79.48806790878561,225,7909.359158098934,79.28819556580315,trail_stop
CUMMINSIND,2006-01-30,2006-04-13,83.13796915693725,107.75005900985184,120,2953.4507823497515,29.603910346252306,trail_stop
AXISBANK,2006-03-16,2006-04-13,66.79360127371996,56.95815634851517,149,-1465.4812938555133,-14.725130458079608,trail_stop
BLUEDART,2005-11-28,2006-04-21,503.5135639946218,551.0780208742517,19,903.7246807129686,9.446509544306531,trail_stop
WOCKPHARMA,2006-02-06,2006-04-24,409.33762732542704,377.8251794863346,24,-756.298748138217,-7.698399984626798,trail_stop
IOC,2006-02-27,2006-04-24,19.761900028740982,17.90288017309737,506,-940.6640469556678,-9.407090679235914,trail_stop
TATAPOWER,2006-02-07,2006-04-25,36.25868362447116,40.45201137580893,275,1153.1651316178868,11.565030310443133,trail_stop
BRITANNIA,2006-03-02,2006-04-25,124.53275931906994,132.97514515252703,80,675.3908666765674,6.779248994095238,trail_stop
JSWDULUX,2005-05-13,2006-04-26,134.03613185719757,204.4563475111375,74,5211.0959583915555,52.53823329441185,trail_stop
MPHASIS,2005-11-28,2006-04-27,86.36446899200367,115.21293040427842,115,3317.5730624115968,33.40315959673854,trail_stop
CESC,2006-01-12,2006-04-27,12.879937464710146,16.194544013476545,776,2572.1346818427264,25.73464784163836,trail_stop
GAIL,2006-02-01,2006-04-28,19.715698710514392,19.66188148783235,507,-27.285331899794983,-0.27296634764123595,trail_stop
GLAXO,2005-11-11,2006-05-15,288.3378311067161,411.2677567045918,34,4179.617470327774,42.63399121996529,trail_stop
NATIONALUM,2005-11-14,2006-05-15,20.131344270310098,30.42367860045051,496,5104.997827749645,51.125916838646724,trail_stop
ULTRACEMCO,2006-01-23,2006-05-15,465.8488835785734,651.6870815551697,21,3902.6021575085233,39.89237809244456,trail_stop
MRF,2006-02-08,2006-05-15,2931.09528885214,3208.451995754471,3,832.0701207069942,9.462561928887284,trail_stop
CEMPRO,2006-03-09,2006-05-15,68.42560820343843,75.18784147053502,146,987.2860569961013,9.882606007668306,trail_stop
JSWSTEEL,2006-03-28,2006-05-15,22.75648925810328,23.53188195315572,439,340.3973931280216,3.4073476196524206,trail_stop
THERMAX,2006-01-17,2006-05-16,35.69045574326542,268.576510786945,280,65208.09541223027,652.5163385945941,trail_stop
JUBLPHARMA,2006-03-20,2006-05-16,135.80693595530425,135.25037128589298,73,-40.62922086702201,-0.4098205040090388,trail_stop
MARUTI,2005-11-21,2006-05-18,525.8779341914737,717.8924070644213,19,3648.2749845860035,36.513126029553945,trail_stop
TATACHEM,2005-11-25,2006-05-18,32.53962038533687,35.15774491351809,307,803.7642301516335,8.045959040631605,trail_stop
ACC,2005-12-02,2006-05-18,384.00606572043006,589.4929036475737,26,5342.657786105734,53.511352103678824,trail_stop
COLPAL,2005-12-08,2006-05-18,91.79649013492117,121.5194980621618,108,3210.084856141988,32.379242260302306,trail_stop
HINDALCO,2005-12-20,2006-05-18,109.68382670761586,152.04449904403302,91,3854.8211826139595,38.62070973265544,trail_stop
HONAUT,2005-12-29,2006-05-18,962.6356545605645,1608.6928731907622,10,6460.572186301975,67.11336896461802,trail_stop
SUPREMEIND,2006-01-20,2006-05-18,10.959017771799255,13.740662369440034,912,2536.85987304839,25.382243697047013,trail_stop
INDIACEM,2006-02-01,2006-05-18,109.6992780591097,156.58216578312746,91,4266.3427828856165,42.73764472611722,trail_stop
