symbol,entry_date,exit_date,entry_price,exit_price,shares,position_size,pnl,return_pct
FEDERALBNK,2024-07-15,2024-09-04,193.15697437980893,187.12719933239632,1843,355988.30378198787,-11112.875412381429,-3.1216967788883045
ARE&M,2024-04-24,2024-09-05,1152.4305812778423,1434.8929328897877,268,308851.39578246174,75699.91023200139,24.510140237578955
DRREDDY,2024-07-15,2024-09-05,1333.594843502611,1331.3364459248996,266,354736.2283716945,-600.7337556711864,-0.169346603934046
GAIL,2024-02-06,2024-09-06,165.84116235410121,206.34914535526335,1846,306142.78570567083,74777.73662014533,24.42577127786297
BEL,2024-04-03,2024-09-06,218.44440502919568,278.6115666557914,1347,294244.61357432656,81045.16671102447,27.543466548641632
IDBI,2024-07-19,2024-09-06,90.70939657034042,86.54841737003466,3882,352133.8774860615,-16152.92125558696,-4.587153434626959
CGPOWER,2024-03-21,2024-09-09,507.86623628653734,662.8650525666229,552,280342.1624301686,85559.34658660728,30.519614261704053
ASHOKLEY,2024-05-02,2024-09-09,93.1190122095028,116.3214953672741,3395,316139.046451262,78772.43032063352,24.91702028106723
AIAENG,2024-08-13,2024-09-09,4738.576295982268,4226.694046380679,75,355393.2221986701,-38391.16872011917,-10.802448196003562
OIL,2023-10-10,2024-09-11,195.44282084459084,554.9388255800923,1158,226322.7865380362,416296.3734837107,183.93922231677152
GRANULES,2024-08-13,2024-09-12,686.8502077539109,563.2779936919342,519,356475.2578242798,-64133.97909816593,-17.991144599937428
EMAMILTD,2024-05-08,2024-09-13,507.81640205732936,759.5606556285258,605,307228.92324468424,152305.27341057383,49.57387208276429
ZYDUSWELL,2024-07-23,2024-09-17,444.6710431111138,434.49147216200737,778,345954.07154044654,-7919.706198404834,-2.28923630328742
LALPATHLAB,2024-06-06,2024-09-18,1365.0218351971332,1601.7575021102366,233,318050.08760093205,55159.410390753066,17.342994874431035
ATUL,2024-07-09,2024-09-18,6783.348141736312,7724.18383605478,52,352734.1033702882,48923.45610456035,13.869783396929492
TTML,2024-07-22,2024-09-18,99.98999786376953,88.93000030517578,3442,344165.5726470947,-38068.51159667969,-11.06110390527495
PATANJALI,2024-08-08,2024-09-18,595.0155314808804,597.6332426382725,593,352844.2101681621,1552.302716333419,0.43993997112595573
GLAXO,2024-05-31,2024-09-19,2454.992862384495,2588.091297621458,131,321604.0649723688,17435.895016042166,5.421540619376251
CASTROLIND,2024-07-16,2024-09-19,245.05137015035388,228.3724327433387,1460,357775.00041951664,-24351.248614242126,-6.806302448658669
INDUSTOWER,2024-07-19,2024-09-19,421.1499938964844,393.0,836,352081.39489746094,-23533.394897460938,-6.684077954279501
PFIZER,2024-07-24,2024-09-19,5023.390469804283,5506.217083428369,68,341590.5519466913,32832.20972643781,9.611568452151339
AUROPHARMA,2024-04-30,2024-09-20,1148.488945718291,1492.3979076062183,274,314685.97112681175,94231.05555729207,29.94447296772533
NATCOPHARM,2024-08-08,2024-09-20,1408.0477525329895,1477.795205460138,251,353419.98588578036,17506.61068471428,4.953486328974088
CROMPTON,2024-05-09,2024-09-24,336.30910815245295,438.1000026954718,920,309404.37950025673,93647.62297957734,30.267064458116256
360ONE,2024-04-19,2024-09-25,777.1467587520912,1010.7430386603721,387,300755.79563705926,90401.76032450475,30.05819393538743
TRITURBINE,2024-03-27,2024-09-27,535.5536303940628,685.8494874348143,535,286521.1922608236,80408.28351680201,28.063642651467607
BLS,2024-09-06,2024-09-27,450.62280615460253,364.37964548587473,834,375819.4203329385,-71926.79599771899,-19.13865864994391
DMART,2024-09-10,2024-10-01,5361.39990234375,4924.5498046875,69,369936.59326171875,-30142.65673828125,-8.148060312853735
INDIGO,2024-03-27,2024-10-03,3509.0200323400686,4643.153365870939,81,284230.62261954555,91864.80001600046,32.320514647348645
TATACONSUM,2024-07-23,2024-10-03,1181.2590323879517,1131.9612338215534,293,346108.89648966986,-14444.254979954741,-4.173326697594973
ASIANPAINT,2024-09-05,2024-10-03,3199.8931322618314,3096.1926370842657,117,374387.4964746343,-12132.957935775165,-3.2407487028876254
APOLLOHOSP,2024-07-16,2024-10-04,6401.589177016455,6773.719830664667,55,352087.40473590506,20467.18595065165,5.813098019227284
MPHASIS,2024-07-22,2024-10-04,2811.814935273007,2842.207778373359,122,343041.42210330686,3707.9268582429504,1.0808977048626824
DOMS,2024-09-10,2024-10-04,2734.19217843626,2556.89461594445,136,371850.1362673313,-24112.468498886097,-6.484458696433315
DEVYANI,2024-09-19,2024-10-04,199.0,179.38999938964844,1925,383075.0,-37749.25117492676,-9.854271663493247
INOXWIND,2023-11-07,2024-10-07,60.849998474121094,205.0,3777,229830.44423675537,544454.5557632446,236.8940100913634
PIDILITIND,2024-03-07,2024-10-07,1400.7964585146153,1567.8651984466057,218,305373.62795618613,36420.985305173905,11.92669633882054
MUTHOOTFIN,2024-04-02,2024-10-07,1506.3558670288658,1849.5350045464152,194,292233.0382036,66576.75267840456,22.78207593763586
CARTRADE,2024-05-09,2024-10-07,928.0,848.0,333,309024.0,-26640.0,-8.620689655172415
CAMS,2024-05-23,2024-10-07,673.7679854747431,803.5285190427375,486,327451.24094072514,63063.61931404524,19.25893428678774
COROMANDEL,2024-05-29,2024-10-07,1279.160910731657,1544.1875147665994,255,326186.03223657253,67581.78402891033,20.718785401545144
JUBLFOOD,2024-06-06,2024-10-07,533.9635667598648,614.1792161812782,597,318776.2493556393,47888.7427045838,15.022682148178875
DEEPAKNTR,2024-07-19,2024-10-07,2782.589376188842,2751.264079197093,126,350606.2613997941,-3946.9874209603877,-1.1257606767209623
SUZLON,2024-07-24,2024-10-07,59.70000076293945,68.0999984741211,5795,345961.50442123413,48677.98673629761,14.070347745114583
IEX,2024-08-08,2024-10-07,191.65606401330908,189.50261955353554,1844,353413.78204054193,-3970.9515838223742,-1.123598395312961
JKCEMENT,2024-09-10,2024-10-07,4826.431099238291,4341.24946771216,77,371635.1946413484,-37358.98562751204,-10.052596246586882
ADANIGREEN,2024-09-23,2024-10-07,2028.949951171875,1751.0,190,385500.49072265625,-52810.49072265625,-13.699201944894574
BBTC,2024-09-30,2024-10-07,2805.7229088466875,2454.676068310177,137,384384.03851199616,-48093.41715350188,-12.511814314579283
HINDUNILVR,2024-06-05,2024-10-09,2435.2904952507906,2688.5103424536064,127,309281.8928968504,32158.920594757597,10.397931897514292
ITC,2024-07-19,2024-10-09,418.0202585325393,439.63128105582945,842,351973.0576843981,18196.480964610295,5.169850523310918
AUBANK,2024-09-06,2024-10-09,701.1353259676721,710.6236524110042,536,375808.5347186722,5085.742973626009,1.3532803286208395
COLPAL,2023-04-06,2024-10-14,1424.5420090158757,3381.013373708711,115,163822.3310368257,224994.20693967605,137.34037692889348
BAJAJ-AUTO,2023-09-20,2024-10-15,4937.873948555407,11096.547287199066,45,222204.3276849933,277140.3002389646,124.72317849355797
BAJFINANCE,2024-09-16,2024-10-15,763.290133829076,696.7009849013151,502,383171.64718219615,-33427.75276173599,-8.723963009152728
ICICIGI,2024-07-19,2024-10-17,1874.3390633609124,2015.3548245423822,187,350501.4048484906,26369.947340934887,7.523492624040603
PIIND,2024-07-23,2024-10-17,3987.817732759803,4433.474548082708,86,342952.3250173431,38326.48611776979,11.175455980895192
PCBL,2024-08-06,2024-10-17,381.37622791297065,464.9748192042197,909,346670.9911728903,75991.11948374542,21.920241790824505
