n_pairs,total_span_cap,peak_span,avg_span,total_net_pnl,cagr_alloc,cagr_peak,cagr_avg,sharpe,maxdd,dep_pct,start,end,n_years
10,19594070,15952947,3629009,48657026,11.51,12.99,26.23,1.636,-5.26,89.2,2015-01-01,2026-06-15,11.5
