entry_date,exit_date,hold_days,direction,entry_pa,entry_pb,exit_pa,exit_pb,z_entry,z_exit,exit_reason,net_pnl
2016-02-02,2016-05-06,94,LongCIPLA,532.5894165039062,570.09375,498.5835266113281,536.020751953125,-2.0677101056442,-0.47839183169404176,z_exit,3000.97
2016-05-25,2016-07-27,63,LongCIPLA,435.9067687988281,570.6640625,485.4079284667969,560.4450073242188,-2.2699257340205374,-0.3638864426117995,z_exit,39405.89
2017-05-23,2017-05-25,2,LongCIPLA,496.4432678222656,485.08154296875,469.2561950683594,456.54400634765625,-2.2617712879029255,-3.6962514560757715,z_stop,3331.38
2017-06-01,2017-06-30,29,LongCIPLA,480.0099792480469,474.42816162109375,517.299072265625,505.8900146484375,-2.4757205255037733,-0.40405086252070616,z_exit,226.47
2017-08-16,2017-08-22,6,ShortCIPLA,551.70166015625,379.9106750488281,522.5491943359375,375.9131164550781,2.00199009266206,0.3584503945056897,z_exit,15571.39
2017-10-16,2017-12-13,58,ShortCIPLA,566.931884765625,455.36236572265625,540.2089233398438,428.3077392578125,2.1322664296799108,0.02191695061833382,z_exit,-3335.76
2018-05-22,2018-06-08,17,LongCIPLA,489.6124572753906,380.7348937988281,522.9229736328125,390.83294677734375,-2.3203274684836668,-0.2907344798890962,z_exit,13707.25
2018-07-03,2018-07-17,14,ShortCIPLA,598.373779296875,430.7801513671875,595.6172485351562,394.6903991699219,2.640789301097005,3.716163453530533,z_stop,-25694.13
2018-07-24,2018-09-03,41,ShortCIPLA,586.1801147460938,397.0409851074219,609.4466552734375,495.6132507324219,2.6527095067483613,-0.10999064873948203,z_exit,58371.95
2018-10-30,2018-11-06,7,LongCIPLA,573.0639038085938,495.78521728515625,498.37359619140625,468.3711242675781,-2.1068996041211268,-4.439401307145095,z_stop,-28414.0
2018-11-14,2018-11-15,1,LongCIPLA,487.8109130859375,468.0653991699219,487.43536376953125,470.4637451171875,-4.002129314934344,-3.8948344761040112,z_stop,-2444.21
2018-11-22,2019-02-12,82,LongCIPLA,486.3086242675781,498.5372009277344,510.11004638671875,506.9076232910156,-3.705429409919498,-0.48926732923505994,z_exit,8772.58
2019-08-09,2019-11-21,104,LongCIPLA,457.541748046875,495.5713195800781,458.4861145019531,554.4594116210938,-2.1314849692544544,-0.4437597309103267,z_exit,-43967.11
2020-03-12,2020-03-30,18,LongCIPLA,372.78558349609375,548.90380859375,411.9962158203125,576.60498046875,-2.3095762648137526,-0.41799430661284087,z_exit,4304.76
2020-04-08,2020-04-09,1,ShortCIPLA,489.2902526855469,709.2381591796875,553.0817260742188,697.4047241210938,3.4320989584815527,4.784065405363819,z_stop,-50859.29
2020-04-20,2020-06-24,65,ShortCIPLA,558.6163330078125,740.3865356445312,602.3208618164062,778.496337890625,2.7566863358773444,0.37206797814322234,z_exit,-393.72
2020-09-18,2020-11-04,47,LongCIPLA,769.36181640625,1033.6644287109375,745.41015625,956.5757446289062,-2.953875770575807,-0.22589896626848927,z_exit,41504.75
2021-01-27,2021-01-29,2,ShortCIPLA,803.9532470703125,951.4784545898438,788.11279296875,892.0558471679688,2.926198316257539,3.790177737165122,z_stop,-34995.91
2021-02-05,2021-10-06,243,ShortCIPLA,808.9154052734375,930.4693603515625,876.4660034179688,965.0591430664062,3.019839449398145,0.4542599744328538,z_exit,-18720.7
2021-11-26,2021-12-13,17,ShortCIPLA,927.5599365234375,925.0088500976562,855.2128295898438,895.5894775390625,2.1570702886009947,0.44006522956749033,z_exit,24203.81
2022-01-31,2022-02-18,18,ShortCIPLA,906.738525390625,837.7630004882812,872.2921142578125,841.3358154296875,2.0933150027557,-0.0029945561003550483,z_exit,24345.07
2022-03-03,2022-03-11,8,ShortCIPLA,897.047607421875,724.06689453125,1001.6822509765625,774.0565795898438,2.132603399238402,5.384843278421328,z_stop,-31227.58
2022-03-21,2022-04-22,32,ShortCIPLA,1007.7752075195312,779.7710571289062,927.8478393554688,816.3359985351562,3.7217122192712058,0.2886241832618449,z_exit,78639.92
2022-08-04,2023-01-11,160,ShortCIPLA,1002.2099609375,813.1498413085938,1010.0678100585938,835.4882202148438,2.1298309888525746,0.304492898945169,z_exit,10882.84
2023-02-28,2023-04-18,49,LongCIPLA,873.9265747070312,846.2114868164062,891.1370239257812,963.010009765625,-2.0072019386345232,-0.422544967665677,z_exit,-77163.36
2023-07-27,2023-09-26,61,ShortCIPLA,1138.64111328125,1088.015869140625,1131.0595703125,1080.26123046875,2.687353137249964,0.3963815642060032,z_exit,-1818.43
2024-01-11,2024-01-23,12,ShortCIPLA,1288.5225830078125,1124.6551513671875,1369.5380859375,1121.0889892578125,2.1372582156509803,3.6393648773226213,z_stop,-56358.31
2024-03-27,2024-04-10,14,ShortCIPLA,1422.3658447265625,1194.13037109375,1383.0972900390625,1216.6138916015625,2.1070665748725848,0.23458352282951309,z_exit,41297.72
2024-05-16,2024-06-27,42,ShortCIPLA,1381.299072265625,1155.8612060546875,1485.0,1247.0,2.441837654758976,0.39661268033640357,z_exit,-151.08
2025-08-14,2025-09-25,42,ShortCIPLA,1563.0,1251.0,1507.8,1274.7,2.0098145016924955,0.1401902436128817,z_exit,52487.91
2025-10-20,2025-10-21,1,ShortCIPLA,1643.0,1285.0,1665.0,1290.2,3.182896013034071,3.560940517883821,z_stop,-11624.48
2026-01-16,2026-01-23,7,LongCIPLA,1398.0,1177.7,1322.3,1238.4,-2.5730472531479327,-4.654014310403207,z_stop,-95804.08
